tier,send_s,status,latency_ms,queue_wait_ms,aged,queue_depth_at_enqueue
free,15.8010,503,2.82,nan,0,9.0
paid,15.8482,200,2280.50,1103.28,0,1.0
paid,15.9239,200,2207.57,1027.25,0,2.0
free,16.0010,200,2130.99,948.71,0,3.0
paid,16.0022,200,2130.35,948.46,0,4.0
paid,16.0778,200,2053.90,873.49,0,5.0
paid,16.1547,200,1977.56,796.74,0,6.0
free,16.2005,200,3052.38,1925.58,0,7.0
paid,16.2311,200,1900.14,720.45,0,8.0
paid,16.3086,503,4.07,nan,0,9.0
paid,16.3859,503,2.14,nan,0,9.0
free,16.4002,503,1.58,nan,0,9.0
paid,16.4619,503,2.12,nan,0,9.0
paid,16.5393,503,2.07,nan,0,9.0
free,16.6015,503,2.02,nan,0,9.0
paid,16.6156,503,1.65,nan,0,9.0
paid,16.6935,503,2.10,nan,0,9.0
paid,16.7698,503,2.20,nan,0,9.0
free,16.8011,503,1.82,nan,0,9.0
paid,16.8471,503,2.38,nan,0,9.0
paid,16.9237,503,2.07,nan,0,9.0
free,17.0012,200,2250.58,1124.97,0,1.0
paid,17.0018,200,2252.31,1124.80,0,2.0
paid,17.0780,200,2175.64,1048.89,0,3.0
paid,17.1541,200,2097.99,972.29,0,4.0
free,17.2008,200,3172.25,2044.13,1,5.0
paid,17.2316,200,2020.86,895.53,0,6.0
paid,17.3085,200,1938.65,818.33,0,7.0
paid,17.3850,200,1868.29,741.38,0,8.0
free,17.4008,503,3.57,nan,0,9.0
paid,17.4625,503,2.24,nan,0,9.0
paid,17.5390,503,3.00,nan,0,9.0
free,17.6003,503,3.19,nan,0,9.0
paid,17.6156,503,2.61,nan,0,9.0
paid,17.6935,503,1.88,nan,0,9.0
paid,17.7695,503,2.02,nan,0,9.0
free,17.8007,503,1.68,nan,0,9.0
paid,17.8466,503,2.33,nan,0,9.0
paid,17.9241,503,2.96,nan,0,9.0
free,18.0003,503,2.47,nan,0,9.0
paid,18.0009,503,2.35,nan,0,9.0
paid,18.0774,503,2.10,nan,0,9.0
paid,18.1547,200,2216.19,1090.26,0,1.0
free,18.2007,200,2172.52,1043.38,0,2.0
paid,18.2316,200,2142.68,1013.22,0,3.0
paid,18.3080,200,2066.51,936.48,0,4.0
paid,18.3855,200,1987.93,858.94,0,5.0
free,18.4006,200,3124.53,1968.90,0,6.0
paid,18.4624,200,1910.23,782.21,0,7.0
paid,18.5395,200,1833.36,704.97,0,8.0
free,18.6012,503,3.36,nan,0,9.0
paid,18.6157,503,2.52,nan,0,9.0
paid,18.6934,503,3.05,nan,0,9.0
paid,18.7697,503,2.72,nan,0,9.0
free,18.8006,503,2.41,nan,0,9.0
paid,18.8472,503,2.45,nan,0,9.0
paid,18.9239,503,3.10,nan,0,9.0
free,19.0003,503,4.06,nan,0,9.0
paid,19.0013,503,3.97,nan,0,9.0
paid,19.0785,503,2.87,nan,0,9.0
paid,19.1546,503,3.12,nan,0,9.0
free,19.2010,503,2.80,nan,0,9.0
paid,19.2309,503,2.76,nan,0,9.0
paid,19.3083,200,2210.52,1060.59,0,1.0
paid,19.3850,200,2141.20,983.65,0,2.0
free,19.4007,200,2124.98,968.55,0,3.0
paid,19.4620,200,2061.03,907.49,0,4.0
paid,19.5390,200,1984.55,829.81,0,5.0
free,19.6006,200,2980.75,1915.27,0,6.0
paid,19.6164,200,1908.25,752.24,0,7.0
paid,19.6928,200,1831.32,675.21,0,8.0
paid,19.7702,503,3.04,nan,0,9.0
free,19.8004,503,2.72,nan,0,9.0
paid,19.8464,503,2.52,nan,0,9.0
paid,19.9241,503,3.25,nan,0,9.0
