tier,send_s,status,latency_ms,queue_wait_ms,aged,queue_depth_at_enqueue
paid,19.9012,503,2.57,nan,0,9.0
free,20.0011,503,4.77,nan,0,9.0
paid,20.0021,503,5.73,nan,0,9.0
paid,20.1005,200,2224.51,1102.82,0,1.0
paid,20.2009,200,2124.32,1001.95,0,2.0
paid,20.3007,200,2027.04,902.19,0,3.0
paid,20.4005,200,1923.86,802.49,0,4.0
paid,20.5012,200,1826.16,701.84,0,5.0
paid,20.6010,200,1720.87,602.05,0,6.0
paid,20.7007,200,1626.38,501.75,0,7.0
paid,20.8005,200,1524.17,402.21,0,8.0
paid,20.9003,503,3.86,nan,0,9.0
paid,21.0005,503,4.39,nan,0,9.0
free,21.0015,503,4.38,nan,0,9.0
paid,21.1012,503,3.42,nan,0,9.0
paid,21.2009,503,4.38,nan,0,9.0
paid,21.3012,200,2135.24,1018.17,0,1.0
paid,21.4011,200,2037.05,918.18,0,2.0
paid,21.5011,200,1934.99,818.04,0,3.0
paid,21.6012,200,1836.62,718.18,0,4.0
paid,21.7010,200,1734.44,618.42,0,5.0
paid,21.8008,200,1634.98,518.74,0,6.0
paid,21.9005,200,1531.70,419.09,0,7.0
free,22.0013,200,2549.32,1427.61,0,8.0
paid,22.0022,503,3.30,nan,0,9.0
paid,22.1008,503,3.07,nan,0,9.0
paid,22.2011,503,2.87,nan,0,9.0
paid,22.3012,503,2.88,nan,0,9.0
paid,22.4010,200,2150.51,1028.91,0,1.0
paid,22.5006,200,2051.16,929.16,0,2.0
paid,22.6002,200,1953.27,829.58,0,3.0
paid,22.7009,200,1849.93,728.82,0,4.0
paid,22.8007,200,1752.43,629.18,0,5.0
paid,22.9004,200,1647.19,529.44,0,6.0
free,23.0010,200,2662.52,1543.01,0,7.0
paid,23.0019,200,1549.25,427.73,0,8.0
paid,23.1011,503,2.89,nan,0,9.0
paid,23.2012,503,2.86,nan,0,9.0
paid,23.3004,503,3.46,nan,0,9.0
paid,23.4012,503,3.51,nan,0,9.0
paid,23.5004,200,2163.43,1044.29,0,1.0
paid,23.6005,200,2061.99,944.44,0,2.0
paid,23.7003,200,1964.84,844.69,0,3.0
paid,23.8011,200,1862.13,743.86,0,4.0
paid,23.9009,200,1763.31,644.12,0,5.0
free,24.0006,200,2777.54,1653.99,0,6.0
paid,24.0017,200,1661.23,542.65,0,7.0
paid,24.1007,200,1558.06,444.25,0,8.0
paid,24.2005,503,3.20,nan,0,9.0
paid,24.3010,503,3.10,nan,0,9.0
paid,24.4004,503,3.08,nan,0,9.0
paid,24.5007,503,3.10,nan,0,9.0
paid,24.6007,200,2177.15,1055.38,0,1.0
paid,24.7004,200,2078.07,956.40,0,2.0
paid,24.8006,200,1978.67,855.46,0,3.0
paid,24.9004,200,1876.85,756.49,0,4.0
paid,25.0005,200,1778.31,654.54,0,5.0
free,25.0015,200,2893.39,1767.85,0,6.0
paid,25.1007,200,1672.00,555.14,0,7.0
paid,25.2004,200,1577.10,455.69,0,8.0
paid,25.3013,503,3.85,nan,0,9.0
paid,25.4004,503,3.06,nan,0,9.0
paid,25.5007,503,1.76,nan,0,9.0
paid,25.6007,503,3.14,nan,0,9.0
paid,25.7003,200,2200.63,1069.58,0,1.0
paid,25.8012,200,2098.67,968.42,0,2.0
