tier,send_s,status,latency_ms,queue_wait_ms,aged,queue_depth_at_enqueue
paid,23.3012,200,1669.39,815.19,0,8.0
paid,23.4003,200,2404.05,1561.79,0,9.0
paid,23.5012,200,2304.37,1461.43,0,10.0
paid,23.6013,200,2203.57,1361.11,0,11.0
paid,23.7013,200,2104.56,1260.98,0,12.0
paid,23.8013,200,2003.29,1161.08,0,13.0
paid,23.9013,200,1903.84,1061.17,0,14.0
free,24.0008,200,3481.36,2637.23,1,15.0
paid,24.0014,503,3.54,nan,0,16.0
paid,24.1012,503,3.45,nan,0,16.0
paid,24.2012,200,1604.15,761.06,0,8.0
paid,24.3013,200,1504.93,660.99,0,9.0
paid,24.4013,200,2242.40,1397.58,0,10.0
paid,24.5012,200,2145.45,1297.70,0,11.0
paid,24.6005,200,2042.88,1198.77,0,12.0
paid,24.7012,200,1945.05,1098.23,0,13.0
paid,24.8013,200,1845.77,997.58,0,14.0
paid,24.9008,200,1746.65,898.33,0,15.0
free,25.0012,200,3324.11,2475.96,1,8.0
paid,25.0021,200,1645.70,797.40,0,9.0
paid,25.1013,200,2383.43,1536.39,0,10.0
paid,25.2012,200,2284.25,1436.50,0,11.0
paid,25.3012,200,2183.83,1336.22,0,12.0
paid,25.4013,200,2080.62,1237.00,0,13.0
paid,25.5012,200,1982.81,1137.01,0,14.0
paid,25.6012,200,1884.60,1036.73,0,15.0
paid,25.7012,503,3.73,nan,0,16.0
paid,25.8011,200,1683.26,838.05,0,8.0
paid,25.9012,200,2426.65,1576.01,0,9.0
free,26.0012,200,3162.66,2317.39,1,10.0
paid,26.0025,200,2326.35,1474.42,0,11.0
paid,26.1013,200,2227.27,1376.23,0,12.0
paid,26.2008,200,2124.83,1276.74,0,13.0
paid,26.3012,200,2028.34,1176.04,0,14.0
paid,26.4012,200,1926.96,1076.14,0,15.0
paid,26.5013,503,7.10,nan,0,16.0
paid,26.6012,503,4.16,nan,0,16.0
paid,26.7012,200,1628.88,775.96,0,8.0
paid,26.8012,200,2366.36,1518.57,0,9.0
paid,26.9013,200,2265.63,1418.59,0,10.0
free,27.0012,200,3007.27,2155.75,1,11.0
paid,27.0026,200,2161.60,1317.26,0,12.0
paid,27.1012,200,2066.06,1219.31,0,13.0
paid,27.2012,200,1965.38,1119.19,0,14.0
paid,27.3012,200,1866.79,1019.28,0,15.0
paid,27.4012,503,4.06,nan,0,16.0
paid,27.5012,200,1667.20,819.47,0,8.0
paid,27.6013,200,2407.87,1556.72,0,9.0
paid,27.7012,200,2307.56,1456.76,0,10.0
paid,27.8013,200,2203.82,1356.69,0,11.0
paid,27.9002,200,2107.66,1257.91,0,12.0
paid,28.0012,200,2008.30,1156.24,0,13.0
free,28.0024,200,3688.52,2837.66,1,14.0
paid,28.1011,200,1908.78,1057.81,0,15.0
paid,28.2012,503,3.69,nan,0,16.0
paid,28.3012,503,3.65,nan,0,16.0
paid,28.4013,200,1606.94,756.40,0,8.0
paid,28.5005,200,2345.51,1499.17,0,9.0
paid,28.6012,200,2250.52,1398.64,0,10.0
paid,28.7012,200,2150.01,1298.70,0,11.0
paid,28.8012,200,2049.53,1198.54,0,12.0
paid,28.9007,200,1948.20,1098.95,0,13.0
free,29.0012,200,2696.46,1837.32,0,14.0
paid,29.0024,200,1847.16,996.60,0,15.0
paid,29.1012,503,4.73,nan,0,16.0
paid,29.2013,200,1650.90,798.14,0,8.0
paid,29.3013,200,1548.99,697.97,0,9.0
paid,29.4012,200,2295.21,1438.84,0,10.0
paid,29.5012,200,2194.06,1339.28,0,11.0
paid,29.6012,200,2090.53,1238.94,0,12.0
paid,29.7008,200,1995.10,1139.77,0,13.0
paid,29.8012,200,1893.29,1038.89,0,14.0
paid,29.9002,200,1796.82,938.15,0,15.0
