tier,send_s,status,latency_ms,queue_wait_ms,aged,queue_depth_at_enqueue
paid,11.8006,503,2.95,nan,0,9.0
paid,11.9009,503,3.04,nan,0,9.0
free,12.0012,503,5.05,nan,0,9.0
paid,12.0023,503,6.11,nan,0,9.0
paid,12.1009,200,2187.09,1051.77,0,1.0
paid,12.2011,200,2087.48,952.17,0,2.0
paid,12.3004,200,1986.78,852.95,0,3.0
paid,12.4007,200,1887.05,752.88,0,4.0
paid,12.5007,200,1786.04,652.29,0,5.0
paid,12.6004,200,1686.55,552.96,0,6.0
paid,12.7007,200,1586.75,452.16,0,7.0
paid,12.8004,200,2617.64,1480.00,0,8.0
paid,12.9005,503,3.85,nan,0,9.0
paid,13.0006,503,4.05,nan,0,9.0
free,13.0015,503,4.13,nan,0,9.0
paid,13.1009,503,2.85,nan,0,9.0
paid,13.2006,200,2219.83,1079.78,0,1.0
paid,13.3007,200,2120.13,979.06,0,2.0
paid,13.4006,200,2018.12,878.98,0,3.0
paid,13.5007,200,1917.68,778.99,0,4.0
paid,13.6008,200,1816.47,678.72,0,5.0
paid,13.7009,200,1712.58,578.58,0,6.0
paid,13.8010,200,1616.63,478.80,0,7.0
paid,13.9008,200,2649.33,1510.17,0,8.0
free,14.0006,503,4.43,nan,0,9.0
paid,14.0015,503,4.67,nan,0,9.0
paid,14.1005,503,3.01,nan,0,9.0
paid,14.2008,503,3.18,nan,0,9.0
paid,14.3008,200,2249.75,1110.57,0,1.0
paid,14.4009,200,2150.08,1010.24,0,2.0
paid,14.5012,200,2043.11,909.99,0,3.0
paid,14.6005,200,1949.08,810.57,0,4.0
paid,14.7009,200,1849.00,710.17,0,5.0
paid,14.8003,200,1748.66,610.47,0,6.0
paid,14.9011,200,1648.12,509.34,0,7.0
paid,15.0007,200,2668.07,1539.76,0,8.0
free,15.0017,503,3.39,nan,0,9.0
paid,15.1003,503,2.66,nan,0,9.0
paid,15.2003,503,3.70,nan,0,9.0
paid,15.3003,503,3.16,nan,0,9.0
paid,15.4007,503,3.73,nan,0,9.0
paid,15.5011,200,2167.97,1040.08,0,1.0
paid,15.6011,200,2068.21,940.36,0,2.0
paid,15.7008,200,1968.11,840.58,0,3.0
paid,15.8005,200,1868.14,740.70,0,4.0
paid,15.9005,200,1765.76,640.86,0,5.0
free,16.0004,200,2795.10,1661.78,0,6.0
paid,16.0014,200,1667.14,539.10,0,7.0
paid,16.1009,200,1567.48,440.69,0,8.0
paid,16.2006,503,3.35,nan,0,9.0
paid,16.3002,503,2.73,nan,0,9.0
paid,16.4013,503,3.31,nan,0,9.0
paid,16.5009,503,3.11,nan,0,9.0
paid,16.6012,200,2200.31,1062.53,0,1.0
paid,16.7011,200,2100.75,962.66,0,2.0
paid,16.8010,200,1998.60,862.90,0,3.0
paid,16.9007,200,1900.01,763.11,0,4.0
free,17.0007,200,2927.47,1790.76,0,5.0
paid,17.0017,200,1798.17,661.68,0,6.0
paid,17.1003,200,1699.96,563.54,0,7.0
paid,17.2010,200,1600.08,463.00,0,8.0
paid,17.3007,503,3.52,nan,0,9.0
paid,17.4005,503,3.14,nan,0,9.0
paid,17.5010,503,3.12,nan,0,9.0
paid,17.6004,503,2.97,nan,0,9.0
paid,17.7004,200,2227.11,1092.84,0,1.0
paid,17.8005,200,2127.33,991.70,0,2.0
paid,17.9006,200,2026.58,891.96,0,3.0
free,18.0005,200,3046.08,1917.14,0,4.0
paid,18.0016,200,1920.60,790.15,0,5.0
paid,18.1004,200,1826.55,691.78,0,6.0
paid,18.2010,200,1725.63,592.10,0,7.0
paid,18.3012,200,1625.06,491.58,0,8.0
paid,18.4010,503,3.29,nan,0,9.0
paid,18.5005,503,3.75,nan,0,9.0
paid,18.6005,503,2.92,nan,0,9.0
paid,18.7007,503,3.24,nan,0,9.0
paid,18.8020,200,2245.33,1117.52,0,1.0
paid,18.9005,200,2147.79,1018.65,0,2.0
free,19.0005,200,3172.25,2037.11,1,3.0
paid,19.0018,200,2044.49,916.72,0,4.0
paid,19.1004,200,1945.17,819.12,0,5.0
paid,19.2008,200,1841.13,718.80,0,6.0
paid,19.3011,200,1744.83,618.46,0,7.0
paid,19.4004,200,1646.53,519.19,0,8.0
paid,19.5007,503,2.75,nan,0,9.0
paid,19.6008,503,3.89,nan,0,9.0
paid,19.7009,503,3.17,nan,0,9.0
paid,19.8004,503,3.50,nan,0,9.0
paid,19.9012,503,3.02,nan,0,9.0
paid,20.0015,200,2176.29,1036.33,0,1.0
free,20.0026,200,3312.60,2166.70,1,2.0
paid,20.1012,200,2076.94,938.14,0,3.0
paid,20.2010,200,1975.57,838.40,0,4.0
paid,20.3007,200,1877.79,739.00,0,5.0
paid,20.4012,200,1776.26,638.04,0,6.0
paid,20.5010,200,1676.17,537.96,0,7.0
paid,20.6008,200,1576.01,438.61,0,8.0
paid,20.7005,503,3.71,nan,0,9.0
paid,20.8005,503,2.81,nan,0,9.0
paid,20.9006,503,3.17,nan,0,9.0
free,21.0011,503,4.69,nan,0,9.0
paid,21.0020,503,5.32,nan,0,9.0
paid,21.1015,200,2213.85,1068.30,0,1.0
paid,21.2005,200,2115.08,969.44,0,2.0
paid,21.3012,200,2013.02,868.71,0,3.0
paid,21.4010,200,1913.37,768.89,0,4.0
paid,21.5010,200,1813.00,668.70,0,5.0
paid,21.6010,200,1711.78,569.34,0,6.0
paid,21.7003,200,1613.78,469.43,0,7.0
paid,21.8011,200,2643.81,1510.31,0,8.0
paid,21.9003,503,2.27,nan,0,9.0
paid,22.0009,503,4.37,nan,0,9.0
